(833,841)
(833,829)
(833,127)
(833,194)
(833,634)
(833,404)
(833,684)
(833,74)
(606,443)
(606,615)
(606,460)
(606,921)
(606,284)
(606,368)
(606,80)
(606,613)
(606,511)
(606,654)
(606,107)
(606,492)
(606,790)
(606,841)
(606,829)
(606,127)
(606,194)
(606,634)
(606,404)
(606,684)
(606,74)
(443,615)
(443,460)
(443,921)
(443,284)
(443,368)
(443,80)
(443,613)
(443,511)
(443,654)
(443,107)
(443,492)
(443,790)
(443,841)
(443,829)
(443,127)
(443,194)
(443,634)
(443,404)
(443,684)
(443,74)
(615,460)
(615,921)
(615,284)
(615,368)
(615,80)
(615,613)
(615,511)
(615,654)
(615,107)
(615,492)
(615,790)
(615,841)
(615,829)
(615,127)
(615,194)
(615,634)
(615,404)
(615,684)
(615,74)
(460,921)
(460,284)
(460,368)
(460,80)
(460,613)
(460,511)
(460,654)
(460,107)
(460,492)
(460,790)
(460,841)
(460,829)
(460,127)
(460,194)
(460,634)
(460,404)
(460,684)
(460,74)
(921,284)
(921,368)
(921,80)
(921,613)
(921,511)
(921,654)
(921,107)
(921,492)
(921,790)
(921,841)
(921,829)
(921,127)
(921,194)
(921,634)
(921,404)
(921,684)
(921,74)
(284,368)
(284,80)
(284,613)
(284,511)
(284,654)
(284,107)
(284,492)
(284,790)
(284,841)
(284,829)
(31,3)
(284,127)
(284,194)
(284,634)
(284,404)
(284,684)
(284,74)
(368,80)
(368,613)
(368,511)
(368,654)
(368,107)
(368,492)
(368,790)
(368,841)
(368,829)
(368,127)
(368,194)
(368,634)
(368,404)
(368,684)
(368,74)
(80,613)
(80,511)
(80,654)
(80,107)
(80,492)
(80,790)
(80,841)
(80,829)
(80,127)
(80,194)
(80,634)
(31,57)
(80,404)
(80,684)
(80,74)
(613,511)
(613,654)
(613,107)
(57,3)
(613,492)
(613,790)
(613,841)
(613,829)
(613,127)
(613,194)
(613,634)
(613,404)
(613,684)
(613,74)
(511,654)
(511,107)
(511,492)
(511,790)
(511,841)
(511,829)
(511,127)
(511,194)
(511,634)
(31,79)
(105,31)
(511,404)
(511,684)
(511,74)
(654,107)
(654,492)
(79,3)
(105,3)
(111,31)
(654,790)
(654,841)
(654,829)
(654,127)
(654,194)
(111,3)
(654,634)
(654,404)
(654,684)
(654,74)
(107,492)
(107,790)
(31,71)
(107,841)
(107,829)
(107,127)
(107,194)
(107,634)
(107,404)
(3,71)
(107,684)
(107,74)
(492,790)
(492,841)
(492,829)
(492,127)
(492,194)
(145,31)
(31,123)
(492,634)
(57,79)
(105,57)
(492,404)
(492,684)
(145,3)
(31,80)
(123,3)
(492,74)
(111,57)
(31,124)
(790,841)
(790,829)
(31,141)
(31,74)
(3,80)
(124,3)
(790,127)
(790,194)
(790,634)
(141,3)
(3,74)
(790,404)
(57,71)
(790,684)
(790,74)
(841,829)
(841,127)
(841,194)
(105,79)
(841,634)
(841,404)
(841,684)
(841,74)
(829,127)
(829,194)
(111,79)
(105,111)
(145,57)
(31,122)
(31,107)
(123,57)
(829,634)
(3,122)
(3,107)
(829,404)
(57,80)
(829,684)
(829,74)
(57,124)
(204,31)
(105,71)
(79,71)
(141,57)
(57,74)
(127,194)
(127,634)
(204,3)
(111,71)
(127,404)
(127,684)
(127,74)
(31,127)
(194,634)
(194,404)
(145,79)
(145,105)
(105,123)
(123,79)
(3,127)
(194,684)
(194,74)
(634,404)
(145,111)
(105,80)
(111,123)
(57,122)
(105,124)
(57,107)
(79,124)
(31,202)
(105,141)
(105,74)
(111,80)
(111,124)
(141,79)
(79,80)
(145,71)
(111,141)
(111,74)
(204,57)
(123,71)
(202,3)
(79,74)
(634,684)
(71,80)
(634,74)
(31,222)
(124,71)
(404,684)
(404,74)
(684,74)
(141,71)
(145,123)
(105,122)
(105,107)
(31,190)
(222,3)
(57,127)
(79,122)
(145,80)
(111,122)
(111,107)
(145,124)
(31,223)
(123,124)
(123,80)
(204,79)
(204,105)
(145,141)
(145,74)
(31,234)
(31,226)
(141,123)
(123,74)
(204,111)
(141,80)
(57,202)
(141,124)
(79,107)
(105,127)
(31,243)
(31,194)
(141,74)
(79,127)
(124,80)
(124,74)
(111,127)
(222,57)
(298,31)
(204,71)
(145,122)
(145,107)
(279,31)
(302,31)
(123,122)
(298,3)
(279,3)
(105,202)
(123,107)
(57,190)
(302,3)
(202,79)
(57,223)
(204,145)
(204,123)
(111,202)
(31,262)
(31,240)
(141,122)
(141,107)
(57,234)
(204,80)
(57,226)
(222,79)
(204,124)
(145,127)
(105,222)
(306,31)
(204,141)
(204,74)
(123,127)
(111,222)
(105,190)
(306,3)
(57,243)
(57,194)
(202,71)
(79,190)
(298,57)
(111,190)
(105,223)
(279,57)
(141,127)
(302,57)
(145,202)
(222,71)
(123,202)
(105,234)
(111,223)
(105,226)
(79,234)
(204,122)
(204,107)
(202,80)
(348,31)
(111,234)
(111,226)
(105,243)
(105,194)
(141,202)
(145,222)
(348,3)
(222,123)
(57,262)
(111,243)
(298,79)
(298,105)
(105,279)
(145,190)
(111,194)
(302,79)
(302,105)
(306,57)
(298,111)
(111,279)
(279,79)
(145,223)
(204,127)
(302,111)
(31,319)
(31,284)
(141,222)
(222,124)
(145,234)
(105,262)
(145,226)
(105,240)
(298,71)
(279,71)
(31,366)
(111,262)
(111,240)
(302,71)
(145,243)
(348,57)
(204,202)
(145,194)
(105,306)
(306,79)
(31,323)
(111,306)
(31,346)
(298,145)
(298,123)
(145,279)
(279,123)
(31,341)
(302,145)
(302,123)
(366,3)
(298,80)
(279,80)
(204,222)
(298,124)
(306,71)
(302,80)
(279,124)
(298,141)
(298,74)
(302,124)
(204,190)
(348,79)
(302,141)
(302,74)
(348,105)
(145,262)
(145,240)
(279,141)
(204,223)
(348,111)
(145,306)
(306,123)
(279,74)
(366,57)
(141,234)
(204,234)
(105,284)
(204,226)
(105,319)
(306,80)
(298,122)
(298,107)
(111,284)
(348,71)
(306,141)
(302,122)
(302,107)
(204,243)
(204,194)
(111,319)
(306,124)
(306,74)
(105,323)
(279,122)
(298,204)
(204,279)
(446,31)
(105,366)
(348,145)
(302,204)
(348,123)
(446,3)
(111,323)
(279,107)
(111,366)
(427,31)
(298,127)
(348,80)
(105,346)
(348,124)
(105,341)
(302,127)
(204,262)
(204,240)
(348,141)
(348,74)
(145,319)
(145,284)
(111,346)
(111,341)
(306,122)
(204,306)
(306,107)
(279,127)
(298,202)
(279,202)
(475,31)
(427,3)
(145,323)
(302,202)
(427,57)
(31,437)
(31,368)
(475,3)
(446,57)
(145,366)
(348,122)
(348,107)
(306,127)
(366,123)
(366,79)
(298,222)
(279,222)
(31,404)
(145,346)
(145,341)
(302,222)
(496,31)
(31,464)
(298,190)
(204,348)
(306,202)
(279,190)
(496,3)
(302,190)
(427,79)
(105,427)
(298,223)
(279,223)
(366,141)
(105,368)
(446,79)
(302,223)
(204,284)
(298,234)
(348,127)
(298,226)
(204,319)
(446,105)
(302,234)
(446,111)
(302,226)
(475,57)
(105,437)
(298,243)
(298,194)
(111,427)
(111,437)
(111,368)
(302,243)
(302,194)
(204,323)
(348,202)
(446,71)
(298,279)
(204,366)
(496,57)
(506,31)
(298,302)
(302,279)
(506,3)
(306,222)
(145,427)
(475,79)
(475,105)
(306,234)
(204,346)
(204,341)
(348,222)
(446,145)
(298,262)
(298,240)
(446,123)
(475,111)
(145,368)
(302,262)
(302,240)
(348,190)
(446,80)
(446,124)
(298,306)
(145,437)
(105,404)
(348,223)
(446,141)
(302,306)
(446,74)
(496,105)
(496,79)
(475,71)
(348,234)
(496,111)
(348,226)
(105,464)
(111,464)
(111,404)
(506,57)
(306,279)
(306,243)
(306,223)
(348,243)
(348,194)
(475,145)
(475,123)
(585,31)
(496,71)
(446,122)
(446,107)
(475,80)
(298,348)
(348,279)
(585,3)
(475,124)
(105,506)
(302,348)
(204,427)
(475,141)
(475,74)
(204,368)
(145,404)
(204,446)
(496,145)
(298,284)
(496,123)
(145,464)
(298,319)
(348,262)
(302,284)
(204,437)
(348,240)
(302,319)
(496,124)
(446,127)
(496,80)
(591,31)
(496,141)
(623,31)
(348,306)
(496,74)
(298,323)
(622,31)
(475,122)
(475,107)
(623,3)
(298,366)
(302,323)
(622,3)
(585,57)
(145,506)
(302,366)
(446,202)
(145,500)
(204,475)
(145,461)
(145,443)
(298,346)
(298,341)
(145,460)
(496,122)
(496,107)
(302,346)
(302,341)
(591,57)
(591,3)
(475,127)
(105,500)
(105,532)
(204,404)
(446,222)
(105,539)
(105,461)
(585,79)
(204,496)
(204,464)
(585,105)
(446,190)
(623,57)
(105,502)
(348,284)
(622,57)
(585,111)
(348,319)
(475,202)
(446,223)
(496,127)
(145,532)
(145,502)
(591,105)
(204,443)
(591,111)
(204,506)
(446,234)
(204,461)
(446,226)
(585,71)
(348,323)
(204,500)
(145,492)
(591,79)
(475,222)
(348,366)
(446,243)
(446,194)
(298,427)
(623,105)
(623,79)
(622,79)
(298,368)
(302,427)
(298,446)
(204,460)
(623,111)
(302,368)
(348,346)
(302,446)
(348,341)
(298,437)
(622,105)
(622,111)
(446,279)
(585,145)
(302,437)
(585,123)
(585,141)
(585,124)
(623,71)
(446,262)
(446,240)
(622,71)
(585,80)
(585,74)
(496,222)
(496,202)
(496,190)
(722,31)
(204,502)
(204,532)
(446,306)
(496,223)
(475,234)
(623,145)
(298,475)
(722,3)
(623,123)
(622,145)
(622,123)
(302,475)
(585,122)
(623,80)
(204,492)
(585,107)
(623,124)
(204,539)
(622,80)
(622,124)
(623,141)
(298,404)
(623,74)
(622,141)
(348,427)
(204,585)
(298,496)
(298,464)
(302,404)
(204,511)
(348,446)
(302,496)
(302,464)
(348,368)
(204,553)
(204,591)
(622,74)
(348,437)
(585,127)
(722,57)
(496,279)
(496,234)
(298,443)
(623,122)
(298,506)
(623,107)
(298,461)
(302,443)
(204,581)
(302,506)
(298,500)
(302,461)
(622,122)
(622,107)
(446,319)
(302,500)
(446,284)
(623,204)
(585,202)
(496,306)
(204,622)
(298,460)
(348,475)
(446,323)
(496,243)
(204,558)
(302,460)
(722,105)
(722,79)
(623,127)
(446,366)
(496,262)
(204,572)
(622,127)
(722,111)
(204,614)
(446,346)
(348,404)
(446,341)
(585,222)
(585,190)
(496,226)
(348,496)
(204,584)
(348,464)
(496,240)
(496,194)
(623,202)
(298,502)
(722,71)
(298,532)
(204,599)
(622,202)
(302,502)
(585,223)
(302,532)
(816,31)
(585,234)
(348,443)
(585,226)
(348,506)
(496,319)
(298,492)
(722,145)
(722,123)
(623,222)
(298,539)
(302,492)
(816,3)
(348,500)
(348,461)
(302,539)
(722,80)
(623,190)
(298,585)
(722,124)
(204,606)
(348,460)
(298,511)
(302,585)
(722,141)
(722,74)
(623,223)
(298,553)
